entry_date,exit_date,direction,entry_price,exit_price,stop_price,shares,notional,gross_pnl,trading_cost,net_pnl,R_multiple,exit_reason,cum_pnl,account_equity,tactical_equity
2022-04-25,2022-04-26,LONG,20.5592,20.0448,20.0448,486,9991.75,-250.0,0.0,-250.0,-1.0,stop_loss,3010.99,28010.989999999998,13010.99
2022-05-02,2022-05-04,LONG,18.2668,17.8098,17.8098,547,9991.96,-250.0,0.0,-250.0,-1.0,stop_loss,2760.99,27760.989999999998,12760.99
2022-05-23,2022-05-24,LONG,13.7013,13.3584,13.3584,729,9988.27,-250.0,0.0,-250.0,-1.0,stop_loss,2510.99,27510.989999999998,12510.99
2022-08-01,2022-08-02,LONG,15.9077,15.5096,15.5096,628,9990.02,-250.0,0.0,-250.0,-1.0,stop_loss,2260.99,27260.989999999998,12260.99
2022-08-15,2022-08-16,LONG,18.5725,18.1078,18.1078,538,9992.0,-250.0,0.0,-250.0,-1.0,stop_loss,2010.9899999999998,27010.989999999998,12010.99
2022-09-12,2022-09-13,LONG,14.7711,14.4012,14.4012,676,9985.24,-250.0,0.0,-250.0,-1.0,stop_loss,1760.9899999999998,26760.989999999998,11760.99
2022-09-19,2022-09-20,LONG,12.0298,11.729,11.729,831,9996.8,-250.0,0.0,-250.0,-1.0,stop_loss,1510.9899999999998,26510.989999999998,11510.99
2022-10-03,2022-10-07,LONG,9.8665,9.6197,9.6197,1013,9994.75,-250.0,0.0,-250.0,-1.0,stop_loss,1260.9899999999998,26260.989999999998,11260.99
2022-10-17,2022-10-21,LONG,9.217,8.9864,8.9864,1084,9991.22,-250.0,0.0,-250.0,-1.0,stop_loss,1010.9899999999998,26010.989999999998,11010.99
2022-10-24,2022-10-27,LONG,10.1578,9.9037,9.9037,984,9995.27,-250.0,0.0,-250.0,-1.0,stop_loss,760.9899999999998,25760.989999999998,10760.99
2022-11-07,2022-11-09,LONG,8.8445,8.6233,8.6233,1130,9994.28,-250.0,0.0,-250.0,-1.0,stop_loss,510.9899999999998,25510.989999999998,10510.99
2022-12-12,2022-12-14,LONG,10.3393,10.0807,10.0807,967,9998.07,-250.0,0.0,-250.0,-1.0,stop_loss,260.9899999999998,25260.989999999998,10260.99
2023-01-23,2023-01-25,LONG,10.4313,10.1704,10.1704,958,9993.22,-250.0,0.0,-250.0,-1.0,stop_loss,10.989999999999782,25010.989999999998,10010.99
2023-02-06,2023-02-09,LONG,11.9387,11.64,11.64,837,9992.67,-250.0,0.0,-250.0,-1.0,stop_loss,-239.01000000000022,24760.989999999998,9760.99
2023-02-13,2023-02-14,LONG,11.9771,11.6773,11.6773,834,9988.88,-250.0,0.0,-250.0,-1.0,stop_loss,-489.0100000000002,24510.989999999998,9510.99
2023-03-13,2023-03-17,LONG,10.2393,11.7947,9.9832,976,9993.58,1518.01,0.0,1518.01,6.072,time_exit,1028.9999999999998,26029.0,11029.0
2023-03-20,2023-03-24,LONG,11.9195,12.467,11.6211,838,9988.52,458.8,0.0,458.8,1.835,time_exit,1487.7999999999997,26487.8,11487.8
2023-04-03,2023-04-05,LONG,13.5485,13.2098,13.2098,738,9998.82,-250.0,0.0,-250.0,-1.0,stop_loss,1237.7999999999997,26237.8,11237.8
2023-04-10,2023-04-12,LONG,13.2154,12.8847,12.8847,756,9990.82,-250.0,0.0,-250.0,-1.0,stop_loss,987.7999999999997,25987.8,10987.8
2023-04-17,2023-04-20,LONG,13.2781,12.9461,12.9461,753,9998.44,-250.0,0.0,-250.0,-1.0,stop_loss,737.7999999999997,25737.8,10737.8
2023-05-01,2023-05-02,LONG,13.6016,13.2615,13.2615,735,9997.21,-250.0,0.0,-250.0,-1.0,stop_loss,487.7999999999997,25487.8,10487.8
2023-05-08,2023-05-12,LONG,13.732,13.872,13.3886,728,9996.91,101.94,0.0,101.94,0.408,time_exit,589.7399999999998,25589.739999999998,10589.74
2023-05-15,2023-05-19,LONG,14.0845,15.3254,13.7324,710,9999.99,881.04,0.0,881.04,3.524,time_exit,1470.7799999999997,26470.78,11470.779999999999
2023-05-22,2023-05-23,LONG,15.4847,15.0971,15.0971,645,9987.65,-250.0,0.0,-250.0,-1.0,stop_loss,1220.7799999999997,26220.78,11220.779999999999
2023-06-05,2023-06-07,LONG,17.8169,17.3712,17.3712,561,9995.26,-250.0,0.0,-250.0,-1.0,stop_loss,970.7799999999997,25970.78,10970.779999999999
2023-06-12,2023-06-16,LONG,18.5846,19.6999,18.1199,538,9998.5,600.07,0.0,600.07,2.4,time_exit,1570.85,26570.85,11570.85
2023-07-03,2023-07-06,LONG,19.9947,19.4947,19.4947,500,9997.37,-250.0,0.0,-250.0,-1.0,stop_loss,1320.85,26320.85,11320.85
2023-07-10,2023-07-14,LONG,19.3263,21.3219,18.8428,517,9991.7,1031.73,0.0,1031.73,4.127,time_exit,2352.58,27352.58,12352.58
2023-07-17,2023-07-20,LONG,21.9128,21.3646,21.3646,456,9992.25,-250.0,0.0,-250.0,-1.0,stop_loss,2102.58,27102.58,12102.58
2023-08-07,2023-08-08,LONG,20.421,19.9097,19.9097,489,9985.86,-250.0,0.0,-250.0,-1.0,stop_loss,1852.58,26852.58,11852.58
2023-08-14,2023-08-15,LONG,19.5637,19.0744,19.0744,511,9997.03,-250.0,0.0,-250.0,-1.0,stop_loss,1602.58,26602.58,11602.58
2023-08-21,2023-08-24,LONG,18.4835,18.0214,18.0214,541,9999.58,-250.0,0.0,-250.0,-1.0,stop_loss,1352.58,26352.58,11352.58
2023-09-11,2023-09-12,LONG,20.2854,19.7772,19.7772,492,9980.4,-250.0,0.0,-250.0,-1.0,stop_loss,1102.58,26102.58,11102.58
2023-09-18,2023-09-19,LONG,19.2972,18.8146,18.8146,518,9995.97,-250.0,0.0,-250.0,-1.0,stop_loss,852.5799999999999,25852.58,10852.58
2023-09-25,2023-09-26,LONG,17.5473,17.1079,17.1079,569,9984.41,-250.0,0.0,-250.0,-1.0,stop_loss,602.5799999999999,25602.58,10602.58
2023-10-02,2023-10-03,LONG,17.7272,17.2839,17.2839,564,9998.11,-250.0,0.0,-250.0,-1.0,stop_loss,352.5799999999999,25352.58,10352.58
2023-10-09,2023-10-13,LONG,18.4222,18.1841,17.961,542,9984.85,-129.09,0.0,-129.09,-0.516,time_exit,223.48999999999992,25223.49,10223.49
2023-10-16,2023-10-17,LONG,18.7965,18.3266,18.3266,532,9999.75,-250.0,0.0,-250.0,-1.0,stop_loss,-26.510000000000076,24973.49,9973.49
2023-10-23,2023-10-25,LONG,16.7161,16.2981,16.2981,598,9996.24,-250.0,0.0,-250.0,-1.0,stop_loss,-276.5100000000001,24723.49,9723.49
2023-10-30,2023-11-03,LONG,15.7051,18.2667,15.312,636,9988.43,1629.19,0.0,1629.19,6.517,time_exit,1352.6799999999998,26352.68,11352.68
2023-11-06,2023-11-10,LONG,18.4757,19.8173,18.0136,541,9995.36,725.79,0.0,725.79,2.903,time_exit,2078.47,27078.47,12078.47
2023-11-13,2023-11-17,LONG,19.6374,20.979,19.1463,509,9995.45,682.86,0.0,682.86,2.731,time_exit,2761.33,27761.33,12761.33
2023-11-20,2023-11-21,LONG,21.7276,21.1841,21.1841,460,9994.67,-250.0,0.0,-250.0,-1.0,stop_loss,2511.33,27511.33,12511.33
2023-11-27,2023-11-30,LONG,21.4116,20.8763,20.8763,467,9999.22,-250.0,0.0,-250.0,-1.0,stop_loss,2261.33,27261.33,12261.33
2023-12-04,2023-12-08,LONG,20.8915,21.7907,20.3685,478,9986.14,429.84,0.0,429.84,1.719,time_exit,2691.17,27691.17,12691.17
2023-12-11,2023-12-15,LONG,22.3449,23.9343,21.7856,447,9988.15,710.49,0.0,710.49,2.842,time_exit,3401.66,28401.66,13401.66
2023-12-18,2023-12-20,LONG,24.435,23.8237,23.8237,409,9993.91,-250.0,0.0,-250.0,-1.0,stop_loss,3151.66,28151.66,13151.66
2024-01-08,2024-01-12,LONG,23.8002,24.5764,23.2049,420,9996.07,326.02,0.0,326.02,1.304,time_exit,3477.68,28477.68,13477.68
2024-01-29,2024-01-30,LONG,27.8621,27.1638,27.1638,358,9974.62,-250.0,0.0,-250.0,-1.0,stop_loss,3227.68,28227.68,13227.68
2024-03-25,2024-03-28,LONG,30.3733,30.1626,29.6134,329,9992.8,-69.32,0.0,-69.32,-0.277,time_exit,3158.3599999999997,28158.36,13158.36
2024-04-01,2024-04-02,LONG,30.3488,29.5889,29.5889,329,9984.74,-250.0,0.0,-250.0,-1.0,stop_loss,2908.3599999999997,27908.36,12908.36
2024-04-22,2024-04-26,LONG,24.9493,27.0856,24.3243,400,9979.72,854.51,0.0,854.51,3.418,time_exit,3762.87,28762.87,13762.869999999999
2024-05-06,2024-05-10,LONG,28.6927,28.9915,27.9743,348,9985.05,104.01,0.0,104.01,0.416,time_exit,3866.88,28866.88,13866.880000000001
2024-05-20,2024-05-24,LONG,31.4757,32.0196,30.6871,317,9977.8,172.41,0.0,172.41,0.69,time_exit,4039.29,29039.29,14039.29
2024-06-10,2024-06-14,LONG,33.2347,36.3411,32.4014,300,9970.41,931.92,0.0,931.92,3.728,time_exit,4971.21,29971.21,14971.21
2024-06-17,2024-06-20,LONG,37.6591,36.7157,36.7157,265,9979.67,-250.0,0.0,-250.0,-1.0,stop_loss,4721.21,29721.21,14721.21
2024-07-01,2024-07-05,LONG,36.9031,40.1492,35.9771,270,9963.83,876.47,0.0,876.47,3.506,time_exit,5597.68,30597.68,15597.68
2024-07-08,2024-07-11,LONG,40.4148,39.4027,39.4027,247,9982.46,-250.0,0.0,-250.0,-1.0,stop_loss,5347.68,30347.68,15347.68
2024-07-22,2024-07-24,LONG,36.4752,35.5628,35.5628,274,9994.2,-250.0,0.0,-250.0,-1.0,stop_loss,5097.68,30097.68,15097.68
2024-08-05,2024-08-09,LONG,26.3727,28.945,25.7131,379,9995.25,974.92,0.0,974.92,3.9,time_exit,6072.6,31072.6,16072.6
2024-08-12,2024-08-16,LONG,29.1418,33.7602,28.4129,343,9995.63,1584.12,0.0,1584.12,6.336,time_exit,7656.72,32656.72,17656.72
2024-08-19,2024-08-22,LONG,35.0685,34.1913,34.1913,285,9994.52,-250.0,0.0,-250.0,-1.0,stop_loss,7406.72,32406.72,17406.72
2024-09-09,2024-09-13,LONG,29.0729,33.1257,28.3441,343,9972.01,1390.11,0.0,1390.11,5.56,time_exit,8796.83,33796.83,18796.83
2024-09-16,2024-09-20,LONG,32.683,34.493,31.8634,305,9968.33,552.05,0.0,552.05,2.208,time_exit,9348.88,34348.88,19348.879999999997
2024-09-23,2024-09-27,LONG,34.7488,35.4923,33.8777,287,9972.91,213.38,0.0,213.38,0.854,time_exit,9562.259999999998,34562.259999999995,19562.26
2024-09-30,2024-10-01,LONG,35.7686,34.8726,34.8726,279,9979.44,-250.0,0.0,-250.0,-1.0,stop_loss,9312.259999999998,34312.259999999995,19312.26
2024-10-14,2024-10-15,LONG,37.5992,36.6558,36.6558,265,9963.79,-250.0,0.0,-250.0,-1.0,stop_loss,9062.259999999998,34062.259999999995,19062.26
2024-10-21,2024-10-23,LONG,37.0318,36.1059,36.1059,270,9998.58,-250.0,0.0,-250.0,-1.0,stop_loss,8812.259999999998,33812.259999999995,18812.26
2024-11-18,2024-11-22,LONG,37.3871,38.6108,36.4507,267,9982.34,326.73,0.0,326.73,1.307,time_exit,9138.989999999998,34138.99,19138.989999999998
2024-12-02,2024-12-06,LONG,40.698,43.2934,39.6776,245,9971.0,635.88,0.0,635.88,2.544,time_exit,9774.869999999997,34774.869999999995,19774.869999999995
2024-12-16,2024-12-18,LONG,46.0319,44.8798,44.8798,217,9988.93,-250.0,0.0,-250.0,-1.0,stop_loss,9524.869999999997,34524.869999999995,19524.869999999995
2024-12-23,2024-12-27,LONG,42.1105,41.0556,41.0556,237,9980.18,-250.0,0.0,-250.0,-1.0,stop_loss,9274.869999999997,34274.869999999995,19274.869999999995
2024-12-30,2024-12-31,LONG,40.2292,39.2212,39.2212,248,9976.85,-250.0,0.0,-250.0,-1.0,stop_loss,9024.869999999997,34024.869999999995,19024.869999999995
2025-01-06,2025-01-07,LONG,42.1847,41.1299,41.1299,237,9997.78,-250.0,0.0,-250.0,-1.0,stop_loss,8774.869999999997,33774.869999999995,18774.869999999995
2025-01-13,2025-01-17,LONG,37.64,41.1599,36.6966,265,9974.6,932.78,0.0,932.78,3.731,time_exit,9707.649999999998,34707.649999999994,19707.649999999998
2025-01-27,2025-01-31,LONG,39.1797,40.952,38.1993,255,9990.82,451.95,0.0,451.95,1.808,time_exit,10159.599999999999,35159.6,20159.6
2025-02-03,2025-02-07,LONG,39.9619,40.957,38.9619,250,9990.47,248.77,0.0,248.77,0.995,time_exit,10408.369999999999,35408.369999999995,20408.37
2025-02-10,2025-02-12,LONG,42.3976,41.3338,41.3338,235,9963.44,-250.0,0.0,-250.0,-1.0,stop_loss,10158.369999999999,35158.369999999995,20158.37
2025-03-17,2025-03-18,LONG,31.2338,30.4526,30.4526,320,9994.83,-250.0,0.0,-250.0,-1.0,stop_loss,9908.369999999999,34908.369999999995,19908.37
2025-03-24,2025-03-26,LONG,32.7388,31.9192,31.9192,305,9985.34,-250.0,0.0,-250.0,-1.0,stop_loss,9658.369999999999,34658.369999999995,19658.37
2025-03-31,2025-04-01,LONG,28.4511,27.7388,27.7388,351,9986.33,-250.0,0.0,-250.0,-1.0,stop_loss,9408.369999999999,34408.369999999995,19408.37
2025-04-07,2025-04-08,LONG,20.4818,19.9695,19.9695,488,9995.12,-250.0,0.0,-250.0,-1.0,stop_loss,9158.369999999999,34158.369999999995,19158.37
2025-05-05,2025-05-06,LONG,28.9973,28.2705,28.2705,344,9975.06,-250.0,0.0,-250.0,-1.0,stop_loss,8908.369999999999,33908.369999999995,18908.37
2025-05-12,2025-05-16,LONG,32.8255,35.477,32.0031,304,9978.95,806.04,0.0,806.04,3.224,time_exit,9714.41,34714.41,19714.41
2025-05-19,2025-05-20,LONG,35.5713,34.6816,34.6816,281,9995.54,-250.0,0.0,-250.0,-1.0,stop_loss,9464.41,34464.41,19464.41
2025-06-02,2025-06-06,LONG,35.5564,36.8474,34.6667,281,9991.35,362.76,0.0,362.76,1.451,time_exit,9827.17,34827.17,19827.17
2025-06-09,2025-06-13,LONG,37.0112,36.0853,36.0853,270,9993.03,-250.0,0.0,-250.0,-1.0,stop_loss,9577.17,34577.17,19577.17
2025-06-16,2025-06-17,LONG,37.6369,36.6935,36.6935,265,9973.77,-250.0,0.0,-250.0,-1.0,stop_loss,9327.17,34327.17,19327.17
2025-06-23,2025-06-27,LONG,37.0907,40.5405,36.1613,269,9977.39,928.01,0.0,928.01,3.712,time_exit,10255.18,35255.18,20255.18
2025-06-30,2025-07-01,LONG,41.3272,40.2899,40.2899,241,9959.86,-250.0,0.0,-250.0,-1.0,stop_loss,10005.18,35005.18,20005.18
2025-07-14,2025-07-16,LONG,42.1289,41.074,41.074,237,9984.54,-250.0,0.0,-250.0,-1.0,stop_loss,9755.18,34755.18,19755.18
2025-07-21,2025-07-22,LONG,43.8517,42.7552,42.7552,228,9998.18,-250.0,0.0,-250.0,-1.0,stop_loss,9505.18,34505.18,19505.18
2025-07-28,2025-08-01,LONG,44.7081,43.587,43.587,223,9969.9,-250.0,0.0,-250.0,-1.0,stop_loss,9255.18,34255.18,19255.18
2025-08-04,2025-08-08,LONG,43.5479,45.8881,42.4562,229,9972.48,535.91,0.0,535.91,2.144,time_exit,9791.09,34791.09,19791.09
2025-08-18,2025-08-19,LONG,46.3761,45.2133,45.2133,215,9970.86,-250.0,0.0,-250.0,-1.0,stop_loss,9541.09,34541.09,19541.09
2025-09-08,2025-09-12,LONG,46.3711,48.1786,45.2083,215,9969.79,388.6,0.0,388.6,1.554,time_exit,9929.69,34929.69,19929.690000000002
2025-09-15,2025-09-17,LONG,49.4084,48.1708,48.1708,202,9980.5,-250.0,0.0,-250.0,-1.0,stop_loss,9679.69,34679.69,19679.690000000002
2025-09-22,2025-09-23,LONG,52.142,50.8331,50.8331,191,9959.12,-250.0,0.0,-250.0,-1.0,stop_loss,9429.69,34429.69,19429.690000000002
2025-10-13,2025-10-14,LONG,51.4492,50.1606,50.1606,194,9981.15,-250.0,0.0,-250.0,-1.0,stop_loss,9179.69,34179.69,19179.690000000002
2025-10-20,2025-10-22,LONG,53.7718,52.4204,52.4204,185,9947.78,-250.0,0.0,-250.0,-1.0,stop_loss,8929.69,33929.69,18929.690000000002
2025-10-27,2025-10-31,LONG,58.028,58.1726,56.5746,172,9980.82,24.86,0.0,24.86,0.099,time_exit,8954.550000000001,33954.55,18954.550000000003
2025-11-10,2025-11-11,LONG,56.174,54.7695,54.7695,178,9998.98,-250.0,0.0,-250.0,-1.0,stop_loss,8704.550000000001,33704.55,18704.550000000003
2025-11-24,2025-11-25,LONG,50.916,49.6405,49.6405,196,9979.53,-250.0,0.0,-250.0,-1.0,stop_loss,8454.550000000001,33454.55,18454.550000000003
2025-12-01,2025-12-05,LONG,53.8764,55.9697,52.5251,185,9967.14,387.25,0.0,387.25,1.549,time_exit,8841.800000000001,33841.8,18841.800000000003
2025-12-29,2025-12-31,LONG,54.4001,53.0339,53.0339,183,9955.21,-250.0,0.0,-250.0,-1.0,stop_loss,8591.800000000001,33591.8,18591.800000000003
2026-01-12,2026-01-14,LONG,55.7977,54.4011,54.4011,179,9987.8,-250.0,0.0,-250.0,-1.0,stop_loss,8341.800000000001,33341.8,18341.800000000003
2026-01-26,2026-01-29,LONG,54.9891,53.6079,53.6079,181,9953.02,-250.0,0.0,-250.0,-1.0,stop_loss,8091.800000000001,33091.8,18091.800000000003
2026-02-02,2026-02-03,LONG,55.009,53.6278,53.6278,181,9956.64,-250.0,0.0,-250.0,-1.0,stop_loss,7841.800000000001,32841.8,17841.800000000003
2026-02-09,2026-02-11,LONG,51.6546,50.3593,50.3593,193,9969.34,-250.0,0.0,-250.0,-1.0,stop_loss,7591.800000000001,32591.800000000003,17591.800000000003
2026-03-02,2026-03-03,LONG,49.618,48.3742,48.3742,201,9973.21,-250.0,0.0,-250.0,-1.0,stop_loss,7341.800000000001,32341.800000000003,17341.800000000003
2026-03-09,2026-03-12,LONG,49.3085,48.0709,48.0709,202,9960.31,-250.0,0.0,-250.0,-1.0,stop_loss,7091.800000000001,32091.800000000003,17091.800000000003
2026-03-16,2026-03-18,LONG,47.3817,46.1968,46.1968,211,9997.53,-250.0,0.0,-250.0,-1.0,stop_loss,6841.800000000001,31841.800000000003,16841.800000000003
2026-04-06,2026-04-07,LONG,44.1,42.9938,42.9938,226,9966.6,-250.0,0.0,-250.0,-1.0,stop_loss,6591.800000000001,31591.800000000003,16591.800000000003
2026-04-13,2026-04-17,LONG,50.66,58.59,49.391,197,9980.02,1562.21,0.0,1562.21,6.249,time_exit,8154.010000000001,33154.01,18154.010000000002
